Symbol,logFC,p_value
TMEM268,-0.296893313,0.645431761
TEX53,-2.84E-12,0.999988109
TEX48,-2.304919616,0.649319252
TNFSF8,0.440310849,8.10E-22
TNC,1.837943011,0.152475504
AL162425.1,-2.84E-12,0.999988109
1-Dec,-2.84E-12,0.999988109
AL355601.1,-2.84E-12,0.999988109
AL691420.1,-2.84E-12,0.999988109
LINC00474,-2.84E-12,0.999988109
AL691426.1,-2.84E-12,0.999988109
PAPPA,-2.84E-12,0.999988109
PAPPA-AS2,-2.84E-12,0.999988109
AL137024.1,-2.84E-12,0.999988109
PAPPA-AS1,-2.84E-12,0.999988109
ASTN2,-0.792704119,0.999988109
ASTN2-AS1,-2.84E-12,0.999988109
AL133284.1,-2.84E-12,0.999988109
TRIM32,0.427351431,0.999988109
AL445644.1,-2.84E-12,0.999988109
AL161630.1,-2.84E-12,0.999988109
AL160272.2,-2.84E-12,0.999988109
TLR4,-2.84E-12,0.999988109
AL160272.1,-2.84E-12,0.999988109
AL354754.1,-2.84E-12,0.999988109
AL355592.1,-2.84E-12,0.999988109
LINC02578,-2.84E-12,0.999988109
BRINP1,-2.84E-12,0.999988109
AC006288.1,-2.84E-12,0.999988109
LINC01613,-2.84E-12,0.999988109
AL441989.1,-2.84E-12,0.999988109
CDK5RAP2,-0.228337299,0.999988109
MEGF9,-0.846392794,0.6291542
FBXW2,0.185289977,0.999988109
B3GNT10,0.487764663,0.999988109
PSMD5,-0.111262992,0.999988109
PHF19,-0.05861555,0.999988109
TRAF1,-0.259010195,3.35E-05
CNTRL,0.092292532,0.999988109
RAB14,-0.156471688,0.60670823
GSN,-0.835950032,0.999988109
AL513122.2,-2.84E-12,0.999988109
GSN-AS1,-2.84E-12,0.999988109
STOM,0.296823947,0.156399385
AL359644.1,-1.791505883,0.638366551
DAB2IP,-2.84E-12,0.999988109
AL357936.1,-2.84E-12,0.999988109
TTLL11,-0.242202571,0.999988109
TTLL11-IT1,-2.84E-12,0.999988109
NDUFA8,-0.08643628,0.999988109
MORN5,-2.84E-12,0.999988109
LHX6,-1.112563803,0.999988109
RBM18,-0.025673759,0.999988109
MRRF,0.115566473,0.999988109
PTGS1,-2.84E-12,0.999988109
AL359636.3,-2.84E-12,0.999988109
AL359636.1,-4.065801229,0.066935301
AL359636.2,-2.84E-12,0.999988109
OR1J1,-2.84E-12,0.999988109
OR1J2,-2.84E-12,0.999988109
OR1J4,-2.84E-12,0.999988109
OR1N1,-2.84E-12,0.999988109
OR1N2,-2.84E-12,0.999988109
OR1L8,-2.84E-12,0.999988109
AL162254.1,-2.84E-12,0.999988109
OR1Q1,-2.84E-12,0.999988109
OR1B1,-2.84E-12,0.999988109
OR1L1,-2.84E-12,0.999988109
OR1L3,-2.84E-12,0.999988109
OR1L4,-2.84E-12,0.999988109
OR1L6,-2.84E-12,0.999988109
OR5C1,-2.84E-12,0.999988109
PDCL,-0.375142401,0.52308902
OR1K1,-2.84E-12,0.999988109
RC3H2,-0.313803791,0.318070934
ZBTB6,-0.246872095,0.999988109
ZBTB26,0.009249004,0.999988109
RABGAP1,0.257027348,0.999988109
GPR21,-2.84E-12,0.999988109
STRBP,-0.491608564,0.021600059
CRB2,-2.84E-12,0.999988109
DENND1A,0.008576325,0.999988109
AL445489.1,-2.84E-12,0.999988109
AL390774.2,-2.84E-12,0.999988109
LHX2,16.58262381,0.999988109
AC006450.3,-2.84E-12,0.999988109
AC006450.2,-2.84E-12,0.999988109
NEK6,0.7151022,0.650964453
AL162724.2,-2.84E-12,0.999988109
PSMB7,0.108642697,0.448223357
ADGRD2,-2.84E-12,0.999988109
NR5A1,-2.84E-12,0.999988109
AL354979.1,15.86280884,0.999988109
NR6A1,-0.274589588,0.999988109
MIR181A2HG,15.86283454,0.999988109
OLFML2A,-2.84E-12,0.999988109
WDR38,-2.84E-12,0.999988109
RPL35,-0.012413551,0.999988109
ARPC5L,0.107921218,0.5006305
GOLGA1,0.859029481,0.313050032
SCAI,0.507827503,0.999988109
PPP6C,-0.112376981,0.953369951
RABEPK,0.139557748,0.999988109
HSPA5,0.004049543,0.999988109
AL354710.2,-1.609800891,0.293069479
GAPVD1,0.153584534,0.999988109
MAPKAP1,0.340450397,0.264830726
AL162584.1,-2.84E-12,0.999988109
PBX3,-0.106204809,0.999988109
AL589923.1,-2.84E-12,0.999988109
AL162391.1,-2.84E-12,0.999988109
MVB12B,-3.060017837,0.767121188
AL356309.2,-2.84E-12,0.999988109
AL356309.1,-2.84E-12,0.999988109
AL161908.1,-2.84E-12,0.999988109
LMX1B,-2.84E-12,0.999988109
ZBTB43,-0.279452175,0.702742681
ZBTB34,0.181936959,0.999988109
ANGPTL2,-2.84E-12,0.999988109
AL450263.1,-2.84E-12,0.999988109
GARNL3,-1.170374532,0.999988109
SLC2A8,-2.186842529,0.054347099
ZNF79,-0.089880824,0.999988109
RPL12,0.06416476,0.000571996
LRSAM1,-0.603315966,0.987486846
FAM129B,-2.132794195,0.71947575
STXBP1,-2.238592131,0.063275531
PTRH1,0.390469618,0.050267413
CFAP157,-0.583357831,0.999988109
TTC16,-2.84E-12,0.999988109
TOR2A,0.055799497,0.999988109
SH2D3C,-0.731412663,0.228314142
CDK9,0.244781223,0.557857418
FPGS,0.276385422,0.085427609
ENG,0.512724707,0.999988109
AL162586.1,-1.536294275,0.999988109
AK1,-0.249572678,0.999988109
AL157935.2,-2.473247304,0.401793458
ST6GALNAC6,1.837583513,0.700704128
ST6GALNAC4,-0.945059597,0.187262825
PIP5KL1,-0.594582674,0.999988109
AL157935.1,-2.84E-12,0.999988109
DPM2,0.217000856,0.071313357
FAM102A,-1.096862871,0.027518795
AL360268.2,-2.84E-12,0.999988109
NAIF1,1.035799945,0.69443029
SLC25A25,0.836915718,0.02197853
AL360268.1,-2.84E-12,0.999988109
SLC25A25-AS1,-0.349962588,0.999988109
PTGES2,0.078071762,0.999988109
AL590708.1,-1.879550398,0.856635962
LCN2,-2.84E-12,0.999988109
C9orf16,0.057226636,0.999988109
CIZ1,0.163603336,0.999988109
DNM1,-1.112455306,0.999988109
GOLGA2,0.256678317,0.935702432
SWI5,0.511991209,0.814457276
TRUB2,-0.277462883,0.166097222
COQ4,0.228588687,0.806487359
SLC27A4,0.571040137,0.080517387
URM1,0.276376911,0.053526853
AL359091.3,-2.84E-12,0.999988109
AL359091.1,-2.84E-12,0.999988109
CERCAM,16.90231112,0.999988109
ODF2,0.165756576,0.999988109
ODF2-AS1,-3.389198995,0.767121188
GLE1,0.229395131,0.999988109
AL356481.1,16.58262205,0.999988109
SPTAN1,-0.350417167,0.075040416
AL356481.3,-2.84E-12,0.999988109
WDR34,-0.373257618,0.999988109
HMGA1P4,-0.573556275,0.999988109
SET,-0.263819989,6.51E-11
PKN3,-1.321771543,0.999988109
ZDHHC12,0.014464133,0.999988109
AL441992.1,0.967191043,0.999988109
ZER1,0.247256764,0.999988109
TBC1D13,0.124685429,0.999988109
ENDOG,-0.014941248,0.999988109
SPOUT1,0.137953966,0.939364793
KYAT1,-1.77914243,0.444491533
LRRC8A,-0.496884709,0.623732812
PHYHD1,-2.84E-12,0.999988109
AL672142.1,-2.84E-12,0.999988109
DOLK,0.99907272,0.381874496
NUP188,-0.230229276,0.1852567
SH3GLB2,0.493768508,0.868738357
MIGA2,1.058172599,0.11934766
DOLPP1,0.281814958,0.999988109
CRAT,-0.709420028,0.999988109
AL158151.2,-2.84E-12,0.999988109
PTPA,0.272057445,0.999988109
AL158151.4,-2.84E-12,0.999988109
IER5L,-1.337033812,0.403547867
AL158151.3,16.58266629,0.999988109
AL158151.1,-2.84E-12,0.999988109
AL161785.2,15.86283281,0.999988109
AL161785.3,-2.84E-12,0.999988109
AL161785.1,-2.84E-12,0.999988109
C9orf106,-2.84E-12,0.999988109
AL353803.5,-2.84E-12,0.999988109
LINC01503,-2.84E-12,0.999988109
AL353803.2,-2.84E-12,0.999988109
AL353803.1,-2.84E-12,0.999988109
AL391056.1,-2.84E-12,0.999988109
NTMT1,0.028602361,0.999988109
C9orf50,-2.84E-12,0.999988109
ASB6,0.218967169,0.999988109
AL590369.1,-2.132794195,0.999988109
PRRX2,1.458992048,0.367929229
PRRX2-AS1,-2.84E-12,0.999988109
PTGES,-2.84E-12,0.999988109
TOR1B,-0.139247083,0.999988109
TOR1A,0.249063143,0.427731968
C9orf78,-0.022370881,0.999988109
USP20,0.094118218,0.999988109
FNBP1,-0.14996139,0.135357322
AL158207.2,15.86285651,0.999988109
GPR107,-0.167939775,0.999988109
NCS1,-0.320272922,0.263164178
HMCN2,16.58262881,0.999988109
FUBP3,0.061942021,0.999988109
PRDM12,-2.875737155,0.999988109
EXOSC2,-0.035416649,0.999988109
ABL1,-0.845041621,0.098459357
QRFP,-2.84E-12,0.999988109
FIBCD1,-2.84E-12,0.999988109
AL161733.1,-2.84E-12,0.999988109
LAMC3,-2.84E-12,0.999988109
AIF1L,0.510406615,0.999988109
NUP214,-0.302538453,0.224619256
AL157938.2,0.564349673,0.999988109
FAM78A,0.516196619,0.999988109
PLPP7,-2.84E-12,0.999988109
PRRC2B,-0.19122807,0.373123737
AL358781.1,0.848404974,0.999988109
POMT1,-0.123590066,0.999988109
AL358781.2,15.86282905,0.999988109
UCK1,0.170774824,0.999988109
PRRT1B,-2.84E-12,0.999988109
RAPGEF1,-0.470363508,0.060674389
AL160271.1,-2.84E-12,0.999988109
MED27,0.089770377,0.999988109
NTNG2,1.0974334,0.999988109
SETX,-0.080791517,0.999988109
TTF1,-0.349364615,0.11917294
CFAP77,15.86279018,0.999988109
BARHL1,-2.84E-12,0.999988109
DDX31,0.130260581,0.999988109
GTF3C4,0.343231869,0.407285692
AK8,-2.84E-12,0.999988109
TSC1,0.246318385,0.999988109
GFI1B,-3.272143857,0.789363698
GTF3C5,0.057230643,0.999988109
CEL,-5.223927807,0.019064758
RALGDS,-0.097646279,0.999988109
AL162417.1,-2.84E-12,0.999988109
GBGT1,-6.754949319,0.011495083
OBP2B,-2.84E-12,0.999988109
ABO,-2.84E-12,0.999988109
SURF6,0.591108509,1.91E-06
MED22,0.488827057,0.999988109
RPL7A,-0.0746527,2.26E-05
SURF1,-0.075665551,0.999988109
SURF2,0.051052133,0.999988109
SURF4,-0.089346595,0.755839736
STKLD1,-1.003800207,0.999988109
REXO4,0.059947259,0.999988109
ADAMTS13,-2.84E-12,0.999988109
CACFD1,-0.886388279,0.999988109
SLC2A6,-1.659902617,0.370883401
MYMK,-2.84E-12,0.999988109
ADAMTSL2,-2.84E-12,0.999988109
FAM163B,-2.84E-12,0.999988109
AC002101.1,-2.84E-12,0.999988109
DBH,-2.84E-12,0.999988109
DBH-AS1,-2.045207247,0.154201725
SARDH,-1.436159998,0.085847064
BRD3OS,0.161404318,0.999988109
BRD3,0.233186814,0.999988109
AL445931.1,-2.84E-12,0.999988109
WDR5,0.108780188,0.999988109
BX649601.1,-2.84E-12,0.999988109
LINC02247,-2.84E-12,0.999988109
RXRA,-2.562414582,0.028045492
AL669970.1,-2.84E-12,0.999988109
AL669970.3,-2.84E-12,0.999988109
AL669970.2,-2.84E-12,0.999988109
COL5A1,#NAME?,0.208372552
COL5A1-AS1,-2.84E-12,0.999988109
FCN2,-2.84E-12,0.999988109
FCN1,15.86281406,0.999988109
AL353611.1,-2.84E-12,0.999988109
OLFM1,-2.84E-12,0.999988109
AL390778.1,-2.84E-12,0.999988109
AL390778.2,-2.84E-12,0.999988109
C9orf62,-2.84E-12,0.999988109
AL353615.1,-2.84E-12,0.999988109
PPP1R26,-2.208994349,0.688619678
MRPS2,0.262237032,0.026255696
LCN1,-2.84E-12,0.999988109
OBP2A,-2.84E-12,0.999988109
PAEP,15.86283132,0.999988109
LINC01502,-2.84E-12,0.999988109
AL354761.1,-2.84E-12,0.999988109
GLT6D1,-2.84E-12,0.999988109
LCN9,-2.84E-12,0.999988109
SOHLH1,-2.84E-12,0.999988109
KCNT1,-2.84E-12,0.999988109
CAMSAP1,0.649649039,0.288203558
UBAC1,0.117179397,0.999988109
NACC2,0.17124278,0.999988109
TMEM250,2.73E-05,0.999988109
AL138781.2,-2.84E-12,0.999988109
QSOX2,0.072999051,0.999988109
CCDC187,-2.84E-12,0.999988109
CR392000.2,-2.84E-12,0.999988109
AC174065.1,-2.84E-12,0.999988109
GPSM1,0.53309396,0.085780295
DNLZ,-1.307298305,2.24E-31
CARD9,-0.478387269,0.999988109
SNAPC4,0.214114911,0.662690391
ENTR1,0.234182629,0.999988109
PMPCA,0.28785868,0.012374881
INPP5E,-0.236148365,0.999988109
SEC16A,-0.231013253,0.407737817
C9orf163,-1.295051087,0.999988109
NOTCH1,0.498389081,0.020313046
AL592301.1,-2.84E-12,0.999988109
NALT1,-3.543288182,0.743102973
AL590226.2,-2.84E-12,0.999988109
AL590226.1,-2.84E-12,0.999988109
EGFL7,0.256948333,0.999988109
AGPAT2,0.828749142,0.694211022
SNHG7,-0.400728302,0.00117571
LCN10,-2.84E-12,0.999988109
AL355987.1,-2.84E-12,0.999988109
LCN8,-2.84E-12,0.999988109
LCN15,-2.84E-12,0.999988109
TMEM141,0.120008466,0.999988109
AL355987.3,4.257362689,0.999988109
RABL6,0.13159183,0.999988109
AJM1,2.935421759,0.057163938
PHPT1,-0.041398861,0.999988109
MAMDC4,1.046681432,0.999988109
EDF1,0.303247954,8.86E-15
TRAF2,0.129520247,0.999988109
FBXW5,0.398125374,0.272263471
C8G,17.00518932,0.999988109
PRR31,-2.84E-12,0.999988109
AL807752.7,-2.84E-12,0.999988109
LCNL1,-2.84E-12,0.999988109
PAXX,0.280560856,0.008407528
CLIC3,-1.512428562,0.999988109
ABCA2,-0.009124762,0.999988109
C9orf139,15.8627966,0.999988109
FUT7,16.58263906,0.999988109
AL807752.6,-2.84E-12,0.999988109
NPDC1,1.2756583,8.56E-09
ENTPD2,-1.45469665,0.041877091
AL807752.4,#NAME?,0.201785062
AL807752.2,-2.84E-12,0.999988109
SAPCD2,-0.704600017,0.828239489
AL807752.3,-2.84E-12,0.999988109
UAP1L1,-0.336264724,0.999988109
MAN1B1-DT,-0.504609002,0.942179506
MAN1B1,0.267215532,0.999988109
DPP7,0.772125192,1.38E-29
GRIN1,-2.84E-12,0.999988109
LRRC26,-2.84E-12,0.999988109
AL929554.1,-2.84E-12,0.999988109
TMEM210,-2.84E-12,0.999988109
ANAPC2,0.544603194,0.04544001
SSNA1,0.341551812,0.000241227
TPRN,0.954416864,0.742722635
TMEM203,-0.769240542,0.000236392
NDOR1,0.01170996,0.999988109
BX255925.3,0.919962036,0.723877097
CYSRT1,-5.798887997,0.477591176
RNF224,-2.84E-12,0.999988109
SLC34A3,-2.84E-12,0.999988109
TUBB4B,0.065109709,0.741118081
FAM166A,-2.84E-12,0.999988109
STPG3-AS1,-2.84E-12,0.999988109
STPG3,-2.84E-12,0.999988109
NELFB,-0.152058439,0.999988109
NRARP,-0.390686426,0.999988109
EXD3,1.209221748,0.999988109
ENTPD8,-2.84E-12,0.999988109
NSMF,-0.218701931,0.767782098
PNPLA7,0.580071662,0.999988109
MRPL41,0.221487909,0.000327196
DPH7,-0.047792194,0.999988109
ZMYND19,-0.131645238,0.999988109
ARRDC1,0.193905636,0.590079447
ARRDC1-AS1,-0.141816658,0.999988109
EHMT1,0.447342484,0.06462274
AL772363.1,-2.84E-12,0.999988109
CACNA1B,-2.84E-12,0.999988109
AL954642.1,-2.84E-12,0.999988109
AC069287.1,-2.84E-12,0.999988109
LINC01001,-0.482773815,0.995266076
AC069287.3,-2.84E-12,0.999988109
BET1L,0.116266496,0.999988109
SCGB1C1,-2.84E-12,0.999988109
ODF3,-2.84E-12,0.999988109
RIC8A,0.088901462,0.999988109
SIRT3,-0.748370567,0.733998681
PSMD13,0.079203114,0.655120513
NLRP6,-0.41396825,0.181443225
AC136475.3,-0.426418445,0.170313632
PGGHG,-0.529509101,3.69E-19
IFITM5,15.86280333,0.999988109
IFITM2,0.186848651,0.019962609
IFITM1,0.964328628,5.06E-37
IFITM3,1.742247391,7.62E-23
AC136475.4,-2.84E-12,0.999988109
AC136475.8,-2.84E-12,0.999988109
AC136475.7,-2.84E-12,0.999988109
AC136475.5,-1.086961968,0.985111703
AC136475.9,4.257360991,0.999988109
B4GALNT4,0.30569672,0.999988109
PKP3,-2.84E-12,0.999988109
SIGIRR,0.113962662,0.999988109
ANO9,0.909273654,0.438010505
PTDSS2,-0.267810262,0.999988109
RNH1,0.071768882,0.999988109
AC137894.1,-2.84E-12,0.999988109
HRAS,0.691018439,0.000104455
LMNTD2,-0.980026743,0.999988109
RASSF7,0.461036455,0.823385269
PHRF1,-0.026672454,0.999988109
IRF7,-0.117942043,0.999988109
CDHR5,-2.84E-12,0.999988109
SCT,-2.84E-12,0.999988109
DRD4,-0.305983919,0.999988109
DEAF1,0.078982083,0.999988109
AC131934.1,15.86284086,0.999988109
EPS8L2,0.011925821,0.999988109
TMEM80,-0.92293238,0.326319317
AP006621.4,-2.84E-12,0.999988109
TALDO1,0.30320061,0.044889641
GATD1,0.475775,0.373067592
AP006621.2,16.90231104,0.999988109
SLC25A22,0.203911501,0.581108087
PANO1,0.973851655,0.999988109
PIDD1,0.470080409,0.999988109
RPLP2,-0.012631085,0.999988109
PNPLA2,0.135858177,0.717514671
AP006621.1,0.366671802,0.999988109
CRACR2B,15.86282266,0.999988109
CD151,0.771600332,1.73E-11
POLR2L,-0.051697803,0.341512157
CHID1,0.174164611,0.999988109
AP2A2,0.379503471,0.473559908
AC139749.1,-2.84E-12,0.999988109
MUC2,-2.84E-12,0.999988109
MUC5AC,-2.84E-12,0.999988109
AC061979.1,-2.84E-12,0.999988109
TOLLIP,-0.355869394,0.01585417
TOLLIP-AS1,-0.939243953,0.856311757
BRSK2,-1.747926876,0.058517718
MOB2,0.208839323,0.999988109
DUSP8,-0.327848184,0.999988109
KRTAP5-AS1,0.157546754,0.999988109
KRTAP5-1,-2.84E-12,0.999988109
KRTAP5-2,-2.84E-12,0.999988109
KRTAP5-3,-2.84E-12,0.999988109
KRTAP5-4,-2.84E-12,0.999988109
KRTAP5-5,-2.84E-12,0.999988109
AP006285.2,-2.84E-12,0.999988109
FAM99A,-2.84E-12,0.999988109
FAM99B,-2.84E-12,0.999988109
AP006285.1,-2.84E-12,0.999988109
KRTAP5-6,-2.84E-12,0.999988109
IFITM10,#NAME?,0.040008349
CTSD,-0.777268686,0.355792815
AC068580.3,-2.84E-12,0.999988109
AC068580.2,-2.84E-12,0.999988109
TNNI2,-2.84E-12,0.999988109
LSP1,0.232777997,0.856311757
PRR33,15.86284754,0.999988109
LINC01150,-2.84E-12,0.999988109
TNNT3,#NAME?,0.201785062
MRPL23,-1.42424159,6.34E-53
MRPL23-AS1,-2.84E-12,0.999988109
LINC01219,-2.84E-12,0.999988109
IGF2,-2.84E-12,0.999988109
IGF2.1,-4.21290904,2.92E-05
INS-IGF2,-2.84E-12,0.999988109
IGF2-AS,-2.84E-12,0.999988109
INS,-2.84E-12,0.999988109
TH,-2.84E-12,0.999988109
ASCL2,-1.084430102,0.036240299
C11orf21,-0.339645615,0.999988109
TSPAN32,-0.442102783,0.999988109
CD81-AS1,-0.399602406,0.999988109
CD81,-0.101158503,0.808540393
TSSC4,0.076657679,0.999988109
TRPM5,-2.84E-12,0.999988109
AC124057.1,-2.84E-12,0.999988109
KCNQ1,-1.901310045,0.166805484
KCNQ1OT1,0.140154344,0.999988109
KCNQ1-AS1,-2.84E-12,0.999988109
KCNQ1DN,-2.84E-12,0.999988109
CDKN1C,0.271504858,0.999988109
SLC22A18AS,-2.84E-12,0.999988109
SLC22A18,-0.302288405,0.999988109
PHLDA2,-1.315142808,2.85E-11
NAP1L4,0.294561362,0.080740451
AC131971.1,1.620309888,0.907949967
CARS,-0.053356174,0.999988109
AC108448.1,-2.84E-12,0.999988109
MRGPRG,-2.84E-12,0.999988109
MRGPRG-AS1,-2.84E-12,0.999988109
AC109309.1,-2.84E-12,0.999988109
MRGPRE,-2.84E-12,0.999988109
AC123788.1,-2.84E-12,0.999988109
ZNF195,0.076956771,0.999988109
AC127526.1,-2.84E-12,0.999988109
ART5,-2.84E-12,0.999988109
ART1,-2.84E-12,0.999988109
CHRNA10,-0.293012338,0.999988109
NUP98,0.090965447,0.999988109
PGAP2,0.124967915,0.999988109
RHOG,-0.095384332,0.084799214
AC090587.1,16.58262532,0.999988109
STIM1,0.514402314,0.043906299
RRM1,-0.463030459,0.298826283
RRM1-AS1,16.58259237,0.999988109
AC015689.1,-2.84E-12,0.999988109
SSU72P5,-2.84E-12,0.999988109
SSU72P2,-2.84E-12,0.999988109
SSU72P4,-2.84E-12,0.999988109
SSU72P3,-2.84E-12,0.999988109
SSU72P7,-2.84E-12,0.999988109
OR52B4,-2.84E-12,0.999988109
TRIM21,-0.12576993,0.999988109
OR52K2,-2.84E-12,0.999988109
OR52K1,-2.84E-12,0.999988109
OR52M1,-2.84E-12,0.999988109
C11orf40,-2.84E-12,0.999988109
OR52I2,-2.84E-12,0.999988109
OR52I1,-5.798811969,0.477591176
TRIM68,-0.381164196,0.999988109
OR51D1,-2.84E-12,0.999988109
OR51E1,-2.84E-12,0.999988109
OR51E2,-2.84E-12,0.999988109
MMP26,-2.84E-12,0.999988109
OR51F1,-2.84E-12,0.999988109
OR52R1,-2.84E-12,0.999988109
OR51F2,-2.84E-12,0.999988109
OR51S1,-2.84E-12,0.999988109
OR51T1,-2.84E-12,0.999988109
OR51A7,-2.84E-12,0.999988109
OR51G2,-2.84E-12,0.999988109
OR51G1,-2.84E-12,0.999988109
OR51A4,-2.84E-12,0.999988109
OR51A2,-2.84E-12,0.999988109
OR51L1,-2.84E-12,0.999988109
OR52J3,-2.84E-12,0.999988109
OR52E2,-2.84E-12,0.999988109
AC113331.1,-2.84E-12,0.999988109
OR52A5,-2.84E-12,0.999988109
OR52A1,15.86280121,0.999988109
OR51V1,-2.84E-12,0.999988109
AC104389.1,-2.84E-12,0.999988109
HBD,-2.84E-12,0.999988109
BGLT3,-2.84E-12,0.999988109
HBG1,-2.84E-12,0.999988109
AC104389.5,-2.84E-12,0.999988109
HBG2,-2.84E-12,0.999988109
AC104389.4,-2.84E-12,0.999988109
HBE1,-2.84E-12,0.999988109
OR51B4,-2.84E-12,0.999988109
OR51B5,-2.84E-12,0.999988109
OR51B2,-2.84E-12,0.999988109
OR51B6,-2.84E-12,0.999988109
OR51M1,-2.84E-12,0.999988109
OR51Q1,-2.84E-12,0.999988109
OR51I1,-2.84E-12,0.999988109
OR51I2,-2.84E-12,0.999988109
OR52D1,-2.84E-12,0.999988109
UBQLN3,-2.84E-12,0.999988109
UBQLNL,-2.84E-12,0.999988109
OR52H1,-2.84E-12,0.999988109
OR52B6,-2.84E-12,0.999988109
TRIM6,#NAME?,0.255929558
TRIM6-TRIM34,-2.84E-12,0.999988109
TRIM34,-4.354702354,0.179112965
TRIM5,-0.409010494,0.176734724
TRIM22,-0.161692866,0.242749116
OR56B1,-2.84E-12,0.999988109
OR52N4,15.86283159,0.999988109
OR52N5,-2.84E-12,0.999988109
OR52N1,-2.84E-12,0.999988109
OR52N2,-2.84E-12,0.999988109
OR52E6,-2.84E-12,0.999988109
OR52E8,-2.84E-12,0.999988109
OR52E4,-2.84E-12,0.999988109
OR52E5,-2.84E-12,0.999988109
OR56A3,-2.84E-12,0.999988109
OR56A5,-2.84E-12,0.999988109
OR52L1,-2.84E-12,0.999988109
OR56A4,15.8628373,0.999988109
OR56A1,-2.84E-12,0.999988109
OR56B4,-2.84E-12,0.999988109
OR52B2,-2.84E-12,0.999988109
OR52W1,-2.84E-12,0.999988109
C11orf42,-2.84E-12,0.999988109
FAM160A2,-0.043343808,0.999988109
CNGA4,-2.84E-12,0.999988109
CCKBR,15.86281388,0.999988109
CAVIN3,16.90231107,0.999988109
AC068733.3,-2.84E-12,0.999988109
AC068733.1,-2.84E-12,0.999988109
SMPD1,-1.527479326,0.792114596
APBB1,-0.518332309,0.999988109
HPX,15.86282277,0.999988109
ARFIP2,0.075633049,0.999988109
TIMM10B,-0.363837031,0.056789654
AC084337.2,-1.121056583,0.999988109
DNHD1,-0.030219403,0.999988109
RRP8,-0.114400213,0.999988109
AC091564.2,-2.179085568,0.999988109
ILK,-0.471223277,0.454296999
TAF10,-1.221331721,3.29E-63
TPP1,-0.009067191,0.999988109
AC091564.6,#NAME?,0.255929558
DCHS1,-4.49786833,0.000211749
AC091564.4,-2.84E-12,0.999988109
AC091564.5,-2.84E-12,0.999988109
MRPL17,-0.125264545,0.147899404
OR2AG2,-2.84E-12,0.999988109
OR2AG1,-2.84E-12,0.999988109
OR6A2,-2.84E-12,0.999988109
AC087280.2,-2.84E-12,0.999988109
OR10A5,-2.84E-12,0.999988109
OR10A2,-2.84E-12,0.999988109
OR10A4,-2.84E-12,0.999988109
OR2D2,-2.84E-12,0.999988109
OR2D3,-2.84E-12,0.999988109
ZNF215,-2.84E-12,0.999988109
ZNF214,-2.84E-12,0.999988109
NLRP14,-2.84E-12,0.999988109
RBMXL2,-2.84E-12,0.999988109
AC027804.1,-2.84E-12,0.999988109
SYT9,-2.84E-12,0.999988109
AC107884.1,-2.84E-12,0.999988109
OLFML1,-2.84E-12,0.999988109
PPFIBP2,-2.918317118,0.020077067
AC107884.2,-2.84E-12,0.999988109
CYB5R2,15.86278662,0.999988109
OVCH2,-2.84E-12,0.999988109
AC044810.3,-2.84E-12,0.999988109
AC104237.1,-2.84E-12,0.999988109
OR5P2,-2.84E-12,0.999988109
OR5P3,-2.84E-12,0.999988109
OR10A6,-2.84E-12,0.999988109
OR10A3,-2.84E-12,0.999988109
NLRP10,-2.84E-12,0.999988109
EIF3F,-0.113217518,0.092571982
CASC23,-2.84E-12,0.999988109
TUB,-0.940749278,0.999988109
AC116456.1,-2.84E-12,0.999988109
RIC3,0.484463642,0.178227441
AC091013.1,-2.84E-12,0.999988109
LMO1,-3.114071063,0.820955973
TRIM66,1.01508774,0.999988109
AC091053.2,-2.84E-12,0.999988109
RPL27A,-0.189662158,2.18E-12
AC091053.1,15.86281391,0.999988109
AC026894.1,-2.84E-12,0.999988109
AKIP1,0.784123416,0.646584978
C11orf16,-2.84E-12,0.999988109
ASCL3,-2.84E-12,0.999988109
TMEM9B,0.10184324,0.999988109
NRIP3,-2.226410423,0.000297876
AC079296.1,-2.84E-12,0.999988109
SCUBE2,-2.84E-12,0.999988109
DENND5A,0.595498755,0.043404413
TMEM41B,-0.757093601,0.001090165
IPO7,0.228072476,0.007900043
AC132192.2,0.314857917,0.999988109
ZNF143,-0.022233944,0.999988109
WEE1,-0.114510496,0.999988109
SWAP70,-0.627159474,0.999988109
AC026250.1,-0.477038941,0.999988109
SBF2-AS1,-0.933173317,0.010376902
SBF2,-3.085708896,7.27E-10
AC011092.2,-2.84E-12,0.999988109
AC100763.1,-2.84E-12,0.999988109
AC080023.1,#NAME?,0.208372552
ADM,-3.276180648,0.789277824
AMPD3,-2.791111825,0.223039874
MTRNR2L8,0.857298595,0.00958108
RNF141,0.022850271,0.999988109
MRVI1-AS1,-2.84E-12,0.999988109
LYVE1,-2.84E-12,0.999988109
MRVI1,-2.84E-12,0.999988109
CTR9,-0.224651567,0.221701539
EIF4G2,0.080675991,0.426032987
AC116535.1,-2.84E-12,0.999988109
ZBED5,-0.493692324,0.237864133
